pet_id,pet_type,Appointment_id,scheduled_day,Appointment_day,Age_of_owner,SMS_Recived,chronic_disease,vaccination_due,severity_level,previous_visits,emergency_case,mobility_issue,No-Show
1029,Cat,50323,2024-01-16,2024-01-21,32,1,0,1,2,8,0,0,No
3470,Rabbit,50324,2024-02-29,2024-03-14,37,0,0,0,1,8,0,0,No
7225,Cat,50325,2024-02-16,2024-02-24,32,1,1,1,2,2,1,0,No
5333,Rabbit,50326,2024-01-17,2024-01-19,47,0,0,0,1,6,0,0,No
2523,Cat,50327,2024-01-23,2024-02-05,33,1,0,0,1,9,0,0,No
6878,Dog,50328,2024-01-15,2024-01-18,47,1,0,0,1,8,1,1,No
2825,Dog,50329,2024-03-29,2024-03-31,42,1,0,1,1,2,0,0,Yes
1761,Cat,50330,2024-02-22,2024-02-25,20,0,0,0,1,6,0,0,Yes
6808,Cat,50331,2024-01-14,2024-01-25,60,1,0,0,2,1,1,0,No
8731,Cat,50332,2024-03-03,2024-03-16,49,1,0,0,2,6,0,0,No
1956,Bird,50333,2024-02-15,2024-02-29,53,1,1,1,2,9,0,0,No
3740,Cat,50334,2024-01-04,2024-01-07,51,1,0,0,2,8,0,0,No
3634,Cat,50335,2024-03-05,2024-03-09,40,1,0,0,1,2,0,0,No
4608,Dog,50336,2024-03-13,2024-03-14,33,0,0,1,1,8,0,0,No
1082,Dog,50337,2024-03-20,2024-04-01,59,1,0,1,1,1,0,0,No
5328,Cat,50338,2024-02-01,2024-02-12,54,1,0,1,3,2,0,0,No
8932,Dog,50339,2024-03-23,2024-03-27,30,1,1,0,1,2,0,0,No
6934,Cat,50340,2024-01-16,2024-01-28,39,1,0,0,2,0,0,0,No
1988,Cat,50341,2024-01-04,2024-01-10,65,1,0,0,1,5,1,0,No
1338,Dog,50342,2024-02-12,2024-02-26,37,1,1,0,1,7,0,0,Yes
4146,Cat,50343,2024-03-19,2024-03-30,64,1,0,0,1,2,0,0,No
7214,Cat,50344,2024-02-27,2024-03-07,56,1,0,0,1,0,0,0,No
9730,Bird,50345,2024-01-17,2024-01-23,27,1,0,0,1,9,0,0,Yes
5987,Dog,50346,2024-03-06,2024-03-20,22,1,0,0,1,4,0,0,Yes
1333,Bird,50347,2024-01-31,2024-02-04,27,0,0,0,1,0,0,0,Yes
6620,Dog,50348,2024-03-11,2024-03-18,74,0,0,1,2,6,0,0,No
4875,Dog,50349,2024-03-11,2024-03-20,72,1,1,0,2,9,1,0,No
1620,Cat,50350,2024-02-06,2024-02-09,65,1,0,0,1,4,0,0,No
7289,Dog,50351,2024-03-04,2024-03-09,46,0,0,0,2,6,0,0,No
6728,Rabbit,50352,2024-02-27,2024-03-11,58,1,1,1,1,2,0,0,No
1925,Dog,50353,2024-02-29,2024-03-06,47,1,0,1,1,6,0,0,No
4191,Dog,50354,2024-01-09,2024-01-15,42,1,0,1,2,7,0,0,No
4848,Dog,50355,2024-02-19,2024-02-24,70,1,1,0,1,6,1,0,No
4457,Dog,50356,2024-01-07,2024-01-12,23,0,0,0,1,2,0,1,No
2381,Dog,50357,2024-01-14,2024-01-22,43,1,0,0,1,6,0,0,No
3737,Dog,50358,2024-01-24,2024-02-05,25,1,0,0,1,8,0,0,No
1799,Dog,50359,2024-03-09,2024-03-13,49,1,1,0,1,1,0,0,No
6757,Cat,50360,2024-03-29,2024-04-02,42,1,0,0,1,2,0,0,No
2017,Dog,50361,2024-01-10,2024-01-11,62,1,0,0,1,1,0,0,Yes
7166,Dog,50362,2024-03-15,2024-03-28,68,0,0,0,1,8,0,1,Yes
8605,Dog,50363,2024-03-02,2024-03-07,43,1,0,1,2,3,0,0,Yes
3386,Bird,50364,2024-03-08,2024-03-09,41,1,0,0,2,7,0,0,No
3708,Cat,50365,2024-01-01,2024-01-03,70,1,0,0,1,8,0,0,No
7189,Cat,50366,2024-03-23,2024-03-31,74,0,0,0,2,3,0,0,Yes
1342,Cat,50367,2024-02-25,2024-02-28,40,1,1,0,3,7,0,0,No
1025,Rabbit,50368,2024-01-26,2024-01-28,67,0,0,1,1,9,0,0,No
5818,Dog,50369,2024-02-26,2024-03-03,68,1,0,1,1,6,0,0,No
3846,Cat,50370,2024-02-02,2024-02-09,20,1,0,0,1,7,0,0,No
4240,Dog,50371,2024-03-30,2024-04-02,69,1,0,1,1,3,0,0,No
2585,Cat,50372,2024-02-11,2024-02-22,51,1,1,0,1,2,0,0,Yes
1972,Dog,50373,2024-01-15,2024-01-23,37,1,0,0,2,0,0,1,No
8711,Dog,50374,2024-02-01,2024-02-03,22,1,0,0,1,1,0,0,No
3774,Dog,50375,2024-01-06,2024-01-19,35,1,0,0,3,9,0,0,No
8304,Cat,50376,2024-02-09,2024-02-21,45,0,0,1,1,8,0,0,Yes
8280,Rabbit,50377,2024-02-13,2024-02-22,31,1,0,0,3,1,0,0,Yes
5142,Cat,50378,2024-02-19,2024-03-01,58,1,0,0,3,9,1,0,Yes
1425,Rabbit,50379,2024-03-19,2024-03-23,28,0,1,0,1,6,0,0,No
3005,Rabbit,50380,2024-03-08,2024-03-16,35,1,0,0,1,6,0,0,No
9305,Dog,50381,2024-02-17,2024-02-20,51,0,1,0,2,8,0,0,No
5705,Rabbit,50382,2024-03-14,2024-03-19,38,1,0,0,2,6,1,0,No
3753,Cat,50383,2024-01-26,2024-02-09,59,1,1,0,3,8,0,0,No
8386,Bird,50384,2024-02-01,2024-02-05,63,0,0,0,1,2,0,0,Yes
3672,Rabbit,50385,2024-01-30,2024-02-04,56,1,0,0,2,9,0,0,No
3756,Cat,50386,2024-03-29,2024-04-05,48,1,0,0,2,6,0,0,No
9864,Cat,50387,2024-03-28,2024-04-07,40,1,0,1,1,3,0,0,No
3670,Cat,50388,2024-03-23,2024-03-27,25,0,0,1,1,9,0,0,No
5476,Dog,50389,2024-02-16,2024-02-21,69,1,0,1,2,3,0,0,No
2246,Cat,50390,2024-02-21,2024-02-27,73,0,0,0,2,5,0,0,No
8962,Dog,50391,2024-01-16,2024-01-23,28,1,0,1,1,8,0,0,No
9503,Cat,50392,2024-01-27,2024-02-01,59,0,0,0,1,2,0,0,No
6634,Cat,50393,2024-03-24,2024-03-28,20,0,1,0,1,5,0,1,No
4342,Cat,50394,2024-01-30,2024-02-13,46,1,0,0,2,2,0,0,No
5412,Dog,50395,2024-03-21,2024-03-28,64,0,0,1,1,2,0,0,Yes
8796,Rabbit,50396,2024-01-30,2024-02-08,59,0,0,0,1,9,0,0,No
9194,Cat,50397,2024-02-17,2024-02-21,39,1,0,1,2,6,1,0,No
5774,Dog,50398,2024-01-06,2024-01-10,65,1,0,1,1,4,0,0,No
7793,Cat,50399,2024-02-07,2024-02-09,68,0,0,0,1,1,0,0,No
9638,Dog,50400,2024-02-21,2024-03-04,30,1,0,0,1,5,0,0,No
7773,Cat,50401,2024-03-05,2024-03-17,62,0,0,0,2,1,0,0,No
7330,Dog,50402,2024-02-11,2024-02-14,46,1,0,0,1,6,0,0,No
2334,Dog,50403,2024-01-01,2024-01-05,18,1,0,0,2,5,0,0,No
8045,Cat,50404,2024-03-25,2024-04-02,57,1,0,0,1,3,0,0,Yes
5835,Cat,50405,2024-02-03,2024-02-07,38,1,0,1,2,7,0,0,No
8450,Cat,50406,2024-03-12,2024-03-20,41,1,1,0,2,6,0,0,Yes
1123,Cat,50407,2024-03-26,2024-04-01,26,1,0,1,1,0,1,1,Yes
1504,Cat,50408,2024-03-09,2024-03-15,55,1,0,1,1,2,0,0,Yes
6752,Cat,50409,2024-02-21,2024-02-28,50,1,0,1,1,3,0,1,No
9942,Dog,50410,2024-02-22,2024-02-28,20,1,1,0,1,5,0,0,Yes
3370,Dog,50411,2024-02-20,2024-03-01,41,1,1,0,2,7,0,0,No
3480,Rabbit,50412,2024-01-23,2024-02-04,20,0,0,0,1,9,0,0,No
8596,Dog,50413,2024-03-19,2024-03-26,58,0,0,1,1,5,0,0,No
1388,Cat,50414,2024-03-12,2024-03-15,54,1,0,0,1,1,0,0,No
6190,Cat,50415,2024-03-20,2024-03-27,34,0,0,1,1,1,0,1,Yes
9765,Cat,50416,2024-01-17,2024-01-20,64,0,0,0,1,8,0,0,Yes
2019,Dog,50417,2024-03-23,2024-03-24,56,1,0,0,1,3,0,0,No
1836,Dog,50418,2024-01-20,2024-01-21,61,1,0,0,2,5,1,0,No
8594,Dog,50419,2024-01-25,2024-01-26,37,0,0,0,3,1,1,0,No
3465,Dog,50420,2024-02-05,2024-02-06,25,0,1,0,1,7,0,0,No
2964,Dog,50421,2024-03-14,2024-03-20,59,0,0,0,1,1,0,0,No
4907,Rabbit,50422,2024-02-13,2024-02-14,27,1,0,0,1,7,0,0,No
7057,Bird,50423,2024-01-25,2024-02-03,71,1,0,0,1,6,0,0,No
1850,Bird,50424,2024-01-22,2024-01-26,57,1,0,1,1,6,0,0,No
8036,Cat,50425,2024-03-30,2024-04-10,42,0,0,0,1,5,1,0,No
3078,Dog,50426,2024-02-23,2024-03-01,66,1,0,0,1,0,0,0,No
9607,Dog,50427,2024-02-28,2024-02-29,37,0,0,0,1,8,0,0,No
9844,Cat,50428,2024-03-30,2024-04-08,21,1,1,0,1,6,0,0,No
1527,Dog,50429,2024-03-05,2024-03-19,43,0,0,0,1,4,1,0,No
6904,Cat,50430,2024-03-09,2024-03-18,26,1,0,0,1,2,0,0,No
3336,Cat,50431,2024-03-24,2024-04-02,71,1,1,0,2,0,0,0,No
3883,Cat,50432,2024-03-15,2024-03-23,72,1,0,1,1,7,1,0,No
1650,Cat,50433,2024-03-16,2024-03-26,26,0,0,0,2,3,0,0,Yes
4815,Dog,50434,2024-02-07,2024-02-16,26,1,0,0,2,7,0,0,No
8966,Cat,50435,2024-02-25,2024-03-06,31,1,1,0,3,2,0,0,No
4185,Cat,50436,2024-01-21,2024-02-01,22,1,0,1,3,4,0,1,No
6689,Dog,50437,2024-01-26,2024-02-07,50,1,0,0,2,7,0,0,No
7154,Cat,50438,2024-01-28,2024-02-05,37,1,0,0,1,6,0,0,No
6423,Bird,50439,2024-01-24,2024-02-06,23,1,0,0,1,7,0,0,No
2081,Bird,50440,2024-02-05,2024-02-16,39,0,1,0,1,4,0,0,Yes
5615,Bird,50441,2024-03-26,2024-03-27,24,1,0,0,2,2,0,0,No
6621,Dog,50442,2024-03-29,2024-04-07,53,0,1,0,1,5,0,0,No
5307,Bird,50443,2024-03-29,2024-04-11,65,0,0,0,1,1,0,0,Yes
3032,Dog,50444,2024-02-27,2024-03-06,44,0,0,0,1,7,0,0,No
1023,Cat,50445,2024-01-24,2024-01-30,71,1,0,0,2,9,0,0,No
3658,Dog,50446,2024-02-16,2024-02-28,28,1,0,0,3,4,1,0,No
1937,Cat,50447,2024-01-08,2024-01-12,39,0,0,0,1,1,1,0,No
6387,Dog,50448,2024-01-07,2024-01-20,37,1,0,0,1,4,0,0,Yes
4068,Cat,50449,2024-01-27,2024-01-29,56,1,1,0,1,1,1,0,No
4488,Dog,50450,2024-02-01,2024-02-07,55,1,1,1,1,6,1,0,No
3792,Dog,50451,2024-03-18,2024-03-23,38,0,0,1,1,4,0,0,No
3487,Cat,50452,2024-01-26,2024-02-06,29,0,1,0,1,5,0,0,Yes
8997,Dog,50453,2024-01-05,2024-01-07,57,1,0,0,1,5,0,1,No
4923,Dog,50454,2024-02-05,2024-02-10,45,0,0,0,2,5,0,1,Yes
7923,Cat,50455,2024-01-16,2024-01-29,49,1,0,0,1,3,1,0,Yes
3157,Rabbit,50456,2024-03-10,2024-03-20,53,1,0,1,2,0,0,0,No
2535,Dog,50457,2024-02-19,2024-02-28,54,1,0,0,1,0,0,0,Yes
8350,Cat,50458,2024-02-18,2024-02-24,19,1,0,1,1,4,0,0,Yes
3236,Dog,50459,2024-01-08,2024-01-10,30,0,0,0,3,6,0,0,Yes
7002,Dog,50460,2024-02-13,2024-02-15,58,1,1,0,1,6,0,0,Yes
4498,Rabbit,50461,2024-03-20,2024-03-27,45,0,1,0,3,8,0,0,No
4301,Dog,50462,2024-03-10,2024-03-17,25,1,1,0,1,4,0,0,No
8119,Cat,50463,2024-02-08,2024-02-20,46,1,0,0,2,3,0,0,No
3848,Cat,50464,2024-02-24,2024-03-04,30,1,0,0,1,7,0,0,No
2926,Bird,50465,2024-02-26,2024-03-01,66,1,0,1,2,6,0,0,No
9621,Bird,50466,2024-03-08,2024-03-11,24,0,0,1,2,7,0,0,No
5500,Bird,50467,2024-01-06,2024-01-07,72,0,0,1,1,2,0,0,Yes
6665,Cat,50468,2024-01-22,2024-02-04,56,1,0,1,2,5,0,0,Yes
4431,Rabbit,50469,2024-02-23,2024-03-02,61,0,0,1,1,9,0,0,Yes
5639,Cat,50470,2024-01-01,2024-01-14,31,1,0,0,2,5,0,1,No
9910,Cat,50471,2024-03-17,2024-03-30,61,1,1,0,1,9,0,0,No
8738,Cat,50472,2024-01-15,2024-01-29,52,1,0,0,1,3,0,0,Yes
1565,Dog,50473,2024-02-11,2024-02-22,71,1,0,0,1,0,0,0,Yes
9392,Rabbit,50474,2024-03-09,2024-03-20,58,1,0,1,2,8,0,0,No
5005,Cat,50475,2024-01-31,2024-02-04,53,1,0,1,2,5,0,0,No
3505,Cat,50476,2024-03-30,2024-04-01,29,1,0,0,1,6,0,0,No
6788,Cat,50477,2024-03-03,2024-03-09,64,1,0,0,1,4,0,0,No
8711,Cat,50478,2024-01-22,2024-02-05,63,1,0,0,1,9,0,0,No
9756,Rabbit,50479,2024-03-02,2024-03-12,66,1,0,0,1,4,0,0,No
5024,Dog,50480,2024-02-14,2024-02-17,44,0,0,1,1,0,0,0,Yes
5829,Dog,50481,2024-02-11,2024-02-18,27,1,0,0,2,6,0,0,No
2285,Dog,50482,2024-01-20,2024-01-22,72,0,0,1,1,5,0,0,No
8659,Cat,50483,2024-01-07,2024-01-11,40,0,0,0,2,3,0,0,No
3809,Dog,50484,2024-02-12,2024-02-20,40,1,1,0,1,1,1,0,Yes
8017,Dog,50485,2024-03-22,2024-03-23,48,1,0,0,2,9,1,0,No
1159,Cat,50486,2024-03-08,2024-03-10,55,1,0,0,1,1,0,0,No
1148,Dog,50487,2024-01-27,2024-02-08,42,1,0,0,1,3,0,1,No
5924,Dog,50488,2024-02-24,2024-03-05,49,1,0,0,1,7,0,0,No
7933,Bird,50489,2024-02-28,2024-03-07,29,1,0,1,1,1,0,0,Yes
5345,Bird,50490,2024-01-04,2024-01-09,55,0,0,0,1,7,0,0,No
5116,Rabbit,50491,2024-01-19,2024-01-27,32,1,1,0,1,6,0,0,No
3211,Cat,50492,2024-01-22,2024-01-28,48,1,1,1,1,7,1,0,No
5279,Cat,50493,2024-01-17,2024-01-30,26,0,1,0,1,0,0,0,No
6815,Cat,50494,2024-03-10,2024-03-20,64,0,1,0,1,3,0,0,No
5016,Dog,50495,2024-01-24,2024-02-06,67,1,0,0,2,5,0,0,Yes
5326,Rabbit,50496,2024-03-07,2024-03-21,45,0,0,0,3,3,1,0,No
4113,Cat,50497,2024-01-28,2024-02-02,55,1,0,0,1,8,0,0,No
4576,Cat,50498,2024-03-06,2024-03-19,66,0,1,0,1,3,0,0,No
8932,Cat,50499,2024-02-14,2024-02-22,41,1,1,1,2,9,0,1,No
5214,Cat,50500,2024-02-20,2024-03-04,63,1,0,0,2,7,0,0,No
1453,Cat,50501,2024-03-25,2024-04-07,69,1,0,0,1,9,0,0,Yes
8372,Dog,50502,2024-01-20,2024-02-03,51,1,0,1,1,2,0,0,No
6618,Dog,50503,2024-01-08,2024-01-19,65,1,0,0,1,3,1,0,No
1459,Rabbit,50504,2024-02-29,2024-03-04,44,1,0,0,2,6,0,0,No
3586,Dog,50505,2024-01-19,2024-01-31,45,1,0,0,3,7,0,0,No
5142,Dog,50506,2024-03-27,2024-04-01,25,0,1,0,1,3,0,0,No
6911,Cat,50507,2024-02-13,2024-02-24,38,1,0,0,1,0,0,0,No
8404,Cat,50508,2024-01-26,2024-01-29,21,1,0,1,1,7,0,0,No
6933,Rabbit,50509,2024-01-31,2024-02-01,62,1,1,0,1,4,1,0,No
1574,Bird,50510,2024-03-17,2024-03-22,41,1,0,0,1,2,0,0,Yes
4946,Dog,50511,2024-02-06,2024-02-17,47,0,0,0,1,6,1,0,No
1906,Dog,50512,2024-03-08,2024-03-12,56,1,0,0,2,2,0,0,Yes
9067,Cat,50513,2024-01-17,2024-01-31,55,1,0,0,2,7,0,0,No
1089,Cat,50514,2024-01-27,2024-02-01,53,1,0,0,1,3,0,0,No
4010,Bird,50515,2024-01-17,2024-01-21,43,0,0,0,2,5,0,0,No
9514,Dog,50516,2024-01-14,2024-01-25,52,1,1,0,1,0,1,0,Yes
3220,Cat,50517,2024-01-02,2024-01-07,65,1,0,0,1,0,0,0,No
5572,Dog,50518,2024-01-10,2024-01-11,71,1,1,0,1,3,0,0,No
2016,Dog,50519,2024-01-25,2024-02-04,44,1,0,1,1,5,0,0,No
3674,Bird,50520,2024-01-12,2024-01-17,46,1,1,0,1,8,0,0,No
9715,Dog,50521,2024-01-08,2024-01-14,57,0,0,0,2,0,1,0,No
5235,Dog,50522,2024-03-30,2024-04-04,42,0,0,0,3,9,0,0,Yes
9302,Dog,50523,2024-03-15,2024-03-24,62,0,0,1,1,9,0,0,Yes
8150,Cat,50524,2024-03-20,2024-04-02,26,0,0,0,1,6,0,0,No
6742,Cat,50525,2024-01-28,2024-02-01,40,1,0,0,1,0,0,0,No
8048,Dog,50526,2024-03-11,2024-03-17,39,1,0,0,2,0,0,0,Yes
5853,Cat,50527,2024-02-05,2024-02-15,51,0,0,0,1,9,0,0,No
6450,Cat,50528,2024-01-06,2024-01-19,74,1,0,0,1,1,0,0,No
8468,Rabbit,50529,2024-02-18,2024-02-28,71,1,0,0,1,4,0,0,No
6719,Cat,50530,2024-03-04,2024-03-14,26,0,0,0,3,1,0,0,No
5233,Cat,50531,2024-01-15,2024-01-19,63,1,0,0,1,3,0,0,No
8374,Bird,50532,2024-03-21,2024-03-29,23,1,0,0,2,4,0,0,Yes
2667,Dog,50533,2024-02-10,2024-02-18,29,0,1,1,1,0,0,0,No
1786,Dog,50534,2024-01-24,2024-02-05,48,1,0,0,1,9,0,0,No
7993,Cat,50535,2024-01-07,2024-01-20,38,1,0,0,1,3,0,1,No
8359,Bird,50536,2024-03-14,2024-03-27,71,1,1,0,1,3,0,1,No
2109,Dog,50537,2024-01-18,2024-01-26,47,1,1,0,2,7,0,0,No
7080,Dog,50538,2024-03-05,2024-03-06,36,0,0,1,1,8,0,0,Yes
9870,Cat,50539,2024-01-11,2024-01-19,33,0,0,1,2,2,0,0,No
8008,Cat,50540,2024-02-24,2024-03-06,29,1,0,0,1,9,0,0,No
3306,Dog,50541,2024-03-14,2024-03-15,29,1,0,0,2,5,1,0,No
5080,Cat,50542,2024-01-22,2024-01-23,26,1,0,0,1,4,0,0,No
1305,Cat,50543,2024-03-16,2024-03-29,24,1,0,1,1,2,0,0,No
8638,Dog,50544,2024-03-26,2024-03-30,48,1,1,0,1,2,0,0,No
8330,Dog,50545,2024-03-14,2024-03-15,41,1,0,1,3,7,0,0,No
5494,Cat,50546,2024-03-10,2024-03-12,37,0,0,0,1,7,0,0,Yes
3536,Dog,50547,2024-01-28,2024-02-06,45,1,0,0,1,2,0,0,No
5986,Dog,50548,2024-03-26,2024-04-08,33,1,0,0,1,9,0,0,No
6222,Rabbit,50549,2024-01-14,2024-01-23,72,1,0,0,3,4,0,0,No
2586,Rabbit,50550,2024-03-06,2024-03-08,72,1,1,0,1,1,0,0,No
5648,Cat,50551,2024-01-30,2024-02-11,60,1,0,1,2,1,0,0,Yes
7728,Cat,50552,2024-01-27,2024-01-28,37,1,1,1,2,6,0,0,No
9178,Cat,50553,2024-01-22,2024-01-28,19,0,0,0,1,8,0,0,No
1213,Cat,50554,2024-01-20,2024-02-02,43,1,0,0,2,6,0,0,No
5169,Dog,50555,2024-02-19,2024-02-25,46,1,1,1,1,9,0,0,No
2106,Cat,50556,2024-01-01,2024-01-08,41,1,0,0,1,4,0,0,Yes
4913,Bird,50557,2024-02-10,2024-02-15,20,1,0,0,1,0,0,0,No
3179,Cat,50558,2024-01-19,2024-02-02,54,0,0,1,2,2,0,0,No
7085,Bird,50559,2024-03-29,2024-04-08,36,1,0,1,1,7,0,0,No
1077,Cat,50560,2024-02-25,2024-03-06,40,1,0,0,1,6,0,0,No
2044,Bird,50561,2024-03-04,2024-03-10,34,1,0,0,2,1,0,0,No
8013,Dog,50562,2024-02-20,2024-02-26,24,0,0,0,1,1,0,0,Yes
8789,Dog,50563,2024-03-10,2024-03-15,55,1,0,1,2,0,0,0,No
5598,Dog,50564,2024-02-11,2024-02-25,43,0,0,1,1,4,0,0,No
1081,Dog,50565,2024-02-09,2024-02-18,34,1,1,0,1,7,0,0,Yes
8585,Dog,50566,2024-03-03,2024-03-10,46,0,0,1,1,2,0,0,Yes
3519,Cat,50567,2024-02-27,2024-02-28,32,0,0,0,1,5,0,0,Yes
1555,Cat,50568,2024-01-12,2024-01-14,30,0,0,0,1,0,0,0,No
6535,Cat,50569,2024-02-29,2024-03-12,69,1,0,0,1,5,0,0,No
3610,Cat,50570,2024-03-04,2024-03-09,22,1,0,0,1,0,0,0,No
9314,Cat,50571,2024-02-15,2024-02-19,28,1,0,0,2,2,0,0,No
4814,Rabbit,50572,2024-03-03,2024-03-10,42,1,0,0,1,9,1,0,No
9179,Cat,50573,2024-02-11,2024-02-20,46,1,0,1,1,4,0,0,Yes
6831,Cat,50574,2024-02-01,2024-02-05,40,1,0,1,1,1,0,0,No
3038,Dog,50575,2024-03-22,2024-03-23,67,1,0,1,1,5,0,0,Yes
3940,Dog,50576,2024-01-20,2024-01-25,23,1,1,0,1,1,0,0,No
8496,Dog,50577,2024-03-09,2024-03-20,32,1,0,1,2,0,0,0,Yes
4431,Bird,50578,2024-03-19,2024-04-01,26,1,0,0,2,2,0,0,No
5047,Rabbit,50579,2024-01-25,2024-02-02,40,1,1,0,1,9,1,0,No
3038,Cat,50580,2024-01-06,2024-01-19,55,1,0,1,2,9,0,0,No
3522,Cat,50581,2024-02-24,2024-03-06,51,1,0,1,1,9,0,0,No
6363,Cat,50582,2024-02-15,2024-02-27,56,1,0,0,3,2,1,0,Yes
3703,Bird,50583,2024-03-09,2024-03-23,32,1,1,0,2,2,0,0,No
1232,Bird,50584,2024-01-30,2024-02-13,60,0,0,0,1,2,0,0,Yes
1042,Dog,50585,2024-01-23,2024-01-24,51,0,0,0,2,3,0,0,No
7598,Cat,50586,2024-02-28,2024-03-06,21,1,0,0,3,1,0,0,No
4939,Dog,50587,2024-02-04,2024-02-12,70,0,0,0,2,9,0,0,Yes
3335,Dog,50588,2024-02-20,2024-02-28,69,0,0,0,2,9,0,0,No
8253,Rabbit,50589,2024-03-07,2024-03-18,46,1,0,1,1,9,0,0,No
7334,Cat,50590,2024-02-28,2024-02-29,58,1,1,1,1,7,1,0,No
2824,Cat,50591,2024-01-24,2024-01-25,74,1,0,1,2,1,0,0,No
2044,Dog,50592,2024-02-23,2024-02-24,35,1,1,0,2,2,0,0,Yes
5178,Dog,50593,2024-01-22,2024-01-31,51,1,0,1,1,8,0,0,No
4043,Rabbit,50594,2024-01-14,2024-01-19,58,1,0,0,1,6,1,0,No
1103,Bird,50595,2024-02-20,2024-02-28,30,0,0,1,3,9,0,0,No
7502,Cat,50596,2024-03-23,2024-03-24,62,0,0,0,1,2,0,0,No
3526,Dog,50597,2024-02-26,2024-02-27,37,1,1,1,3,1,0,0,No
5125,Dog,50598,2024-02-28,2024-03-07,51,0,0,0,2,9,0,0,Yes
5195,Bird,50599,2024-02-20,2024-03-05,20,1,0,1,1,9,0,0,No
7797,Dog,50600,2024-03-15,2024-03-25,68,1,1,0,1,1,0,0,No
4605,Cat,50601,2024-01-08,2024-01-10,60,0,0,1,2,5,0,0,No
5119,Cat,50602,2024-01-13,2024-01-22,49,0,1,0,1,8,0,0,No
8481,Dog,50603,2024-01-31,2024-02-01,29,1,0,0,1,3,0,0,No
1405,Rabbit,50604,2024-02-29,2024-03-10,44,1,0,0,1,6,0,0,No
5860,Cat,50605,2024-03-29,2024-04-01,62,1,0,0,1,4,0,0,No
6538,Dog,50606,2024-03-20,2024-03-31,33,1,1,0,1,1,0,0,Yes
4109,Rabbit,50607,2024-01-13,2024-01-18,71,0,0,1,1,4,0,0,Yes
5712,Dog,50608,2024-02-20,2024-02-22,39,1,0,0,1,1,0,0,No
8023,Dog,50609,2024-03-23,2024-03-29,68,1,0,1,3,7,0,0,No
3132,Cat,50610,2024-02-27,2024-03-08,36,0,0,0,1,0,0,0,No
7828,Dog,50611,2024-01-31,2024-02-10,32,0,0,0,2,3,0,0,Yes
9442,Cat,50612,2024-02-22,2024-03-03,64,1,0,0,1,5,0,0,Yes
5756,Dog,50613,2024-01-30,2024-02-03,33,1,0,1,2,2,0,0,No
5096,Cat,50614,2024-03-03,2024-03-13,26,1,1,1,1,3,0,0,No
1202,Dog,50615,2024-02-16,2024-02-28,73,0,1,0,1,5,0,0,Yes
3584,Dog,50616,2024-02-06,2024-02-09,50,0,0,1,2,4,0,0,No
2066,Rabbit,50617,2024-03-09,2024-03-12,67,1,0,1,1,1,0,0,No
9081,Dog,50618,2024-01-03,2024-01-08,39,0,1,0,3,0,0,0,Yes
1229,Dog,50619,2024-03-01,2024-03-10,62,1,1,0,1,5,0,0,No
8779,Cat,50620,2024-02-19,2024-02-25,21,0,0,1,1,2,0,0,No
4368,Dog,50621,2024-01-18,2024-01-28,33,1,0,0,2,5,0,0,No
7515,Dog,50622,2024-03-13,2024-03-19,70,1,0,0,3,4,0,0,No
3745,Bird,50623,2024-02-29,2024-03-05,19,1,0,1,1,7,1,0,No
1044,Cat,50624,2024-03-30,2024-04-02,28,1,0,0,1,3,0,0,No
1550,Cat,50625,2024-03-26,2024-04-08,55,1,0,0,2,9,1,0,No
2978,Cat,50626,2024-02-17,2024-02-24,62,1,1,0,1,5,0,0,No
2540,Cat,50627,2024-01-24,2024-02-06,28,1,0,0,1,5,0,1,No
9830,Bird,50628,2024-01-28,2024-02-07,37,1,0,0,1,5,0,0,Yes
3934,Cat,50629,2024-03-24,2024-03-31,45,1,1,1,1,6,0,0,No
1564,Dog,50630,2024-01-22,2024-01-29,44,1,1,0,2,2,0,0,No
4458,Dog,50631,2024-02-25,2024-03-03,29,0,0,0,1,2,0,0,No
7551,Cat,50632,2024-01-19,2024-01-23,35,0,0,0,1,3,1,0,No
1631,Rabbit,50633,2024-02-28,2024-03-08,67,0,1,0,1,9,0,0,Yes
7292,Cat,50634,2024-02-04,2024-02-17,45,1,0,0,1,1,1,1,No
6766,Dog,50635,2024-01-23,2024-02-05,37,1,0,0,3,2,0,0,No
8235,Bird,50636,2024-01-28,2024-02-05,42,0,0,1,1,2,0,0,No
1122,Cat,50637,2024-03-29,2024-03-31,28,1,0,0,1,3,0,0,Yes
9326,Rabbit,50638,2024-02-14,2024-02-24,26,0,1,1,1,0,0,0,Yes
2619,Cat,50639,2024-02-18,2024-03-02,41,1,0,1,1,2,0,0,Yes
4269,Bird,50640,2024-01-31,2024-02-04,73,0,0,0,1,5,0,0,Yes
7395,Dog,50641,2024-02-26,2024-03-06,39,1,0,0,1,4,0,1,No
1004,Cat,50642,2024-02-25,2024-03-01,42,1,0,0,2,0,0,1,No
2707,Dog,50643,2024-02-29,2024-03-05,70,0,1,0,1,3,0,0,No
7847,Cat,50644,2024-03-07,2024-03-15,41,0,0,1,2,8,0,0,No
2521,Dog,50645,2024-02-06,2024-02-11,30,1,0,0,1,0,1,0,No
4915,Cat,50646,2024-03-06,2024-03-08,45,0,0,0,1,8,0,0,No
6977,Dog,50647,2024-02-20,2024-03-04,24,1,0,0,3,2,0,0,No
